team_a,team_b,goals_a,goals_b,outcome,rating_a,rating_b,prob_a_win,prob_draw,prob_b_win,neutral,stage,year
Mexico,Ecuador,3,2,home_win,1730,1570,0.515,0.28,0.205,False,friendly,2018
Australia,Brazil,0,1,away_win,1580,1820,0.1445,0.28,0.5755,True,friendly,2010
Ghana,Tunisia,2,1,home_win,1550,1540,0.3704,0.28,0.3496,True,group,2017
South Korea,Spain,0,0,draw,1690,1800,0.2497,0.28,0.4703,False,group,2025
Japan,England,0,2,away_win,1740,1790,0.3085,0.28,0.4115,False,quarter,2012
Ghana,Qatar,1,2,away_win,1550,1490,0.4216,0.28,0.2984,True,friendly,2019
England,Mexico,2,2,draw,1790,1630,0.515,0.28,0.205,True,friendly,2016
Switzerland,Ecuador,3,3,draw,1760,1570,0.5393,0.28,0.1807,False,friendly,2013
Japan,Belgium,1,2,away_win,1640,1720,0.2785,0.28,0.4415,True,round_of_16,2025
Serbia,USA,4,3,home_win,1595,1620,0.3341,0.28,0.3859,True,quarter,2024
Senegal,Saudi Arabia,0,2,away_win,1710,1520,0.5393,0.28,0.1807,False,friendly,2019
Qatar,Serbia,3,4,away_win,1490,1595,0.2544,0.28,0.4656,True,friendly,2016
Canada,Wales,1,1,draw,1560,1610,0.3085,0.28,0.4115,True,friendly,2012
Saudi Arabia,South Korea,2,2,draw,1520,1590,0.2884,0.28,0.4316,True,quarter,2022
Poland,Belgium,3,3,draw,1600,1720,0.2404,0.28,0.4796,True,friendly,2025
Spain,Switzerland,3,0,home_win,1800,1660,0.4977,0.28,0.2223,True,round_of_16,2015
USA,Morocco,2,5,away_win,1620,1650,0.329,0.28,0.391,True,friendly,2013
Belgium,Saudi Arabia,3,3,draw,1820,1520,0.6113,0.28,0.1087,False,friendly,2020
Uruguay,Denmark,0,1,away_win,1680,1670,0.3704,0.28,0.3496,True,group,2023
Saudi Arabia,Japan,2,2,draw,1620,1640,0.3393,0.28,0.3807,False,group,2023
Switzerland,Cameroon,1,2,away_win,1660,1560,0.4608,0.28,0.2592,True,friendly,2020
Belgium,Serbia,1,1,draw,1820,1595,0.5652,0.28,0.1548,False,final,2023
Netherlands,England,2,1,home_win,1850,1790,0.4216,0.28,0.2984,False,quarter,2025
Saudi Arabia,Poland,0,2,away_win,1620,1600,0.3807,0.28,0.3393,False,group,2012
England,Wales,2,0,home_win,1890,1610,0.6002,0.28,0.1198,False,semi,2014
Canada,Italy,2,1,home_win,1660,1710,0.3085,0.28,0.4115,False,group,2018
Wales,Portugal,1,2,away_win,1710,1760,0.3085,0.28,0.4115,False,group,2021
Qatar,Ghana,1,1,draw,1490,1550,0.2984,0.28,0.4216,True,friendly,2011
Switzerland,Italy,2,3,away_win,1760,1710,0.4115,0.28,0.3085,False,group,2014
Belgium,Switzerland,2,3,away_win,1720,1660,0.4216,0.28,0.2984,True,quarter,2014
Costa Rica,South Korea,2,1,home_win,1510,1590,0.2785,0.28,0.4415,True,group,2019
Canada,Portugal,0,1,away_win,1660,1760,0.2592,0.28,0.4608,False,round_of_16,2016
England,Japan,3,1,home_win,1890,1640,0.582,0.28,0.138,False,group,2015
Australia,Iran,3,1,home_win,1580,1530,0.4115,0.28,0.3085,True,semi,2025
Serbia,Germany,3,2,home_win,1695,1780,0.2736,0.28,0.4464,False,group,2018
Iran,Germany,3,3,draw,1530,1780,0.138,0.28,0.582,True,friendly,2018
Denmark,Italy,1,0,home_win,1670,1710,0.3187,0.28,0.4013,True,quarter,2021
Serbia,Switzerland,0,0,draw,1695,1660,0.3961,0.28,0.3239,False,friendly,2022
Mexico,Australia,2,1,home_win,1630,1580,0.4115,0.28,0.3085,True,quarter,2022
Brazil,Denmark,0,2,away_win,1820,1670,0.5064,0.28,0.2136,True,final,2025
Argentina,Denmark,2,2,draw,1950,1670,0.6002,0.28,0.1198,False,friendly,2019
Ghana,Netherlands,2,3,away_win,1550,1750,0.173,0.28,0.547,True,friendly,2024
Ghana,Costa Rica,0,0,draw,1550,1510,0.4013,0.28,0.3187,True,friendly,2010
Japan,Qatar,0,0,draw,1640,1490,0.5064,0.28,0.2136,True,round_of_16,2023
Japan,Italy,0,1,away_win,1640,1710,0.2884,0.28,0.4316,True,quarter,2022
Uruguay,Denmark,3,2,home_win,1680,1670,0.3704,0.28,0.3496,True,group,2023
Uruguay,Netherlands,2,1,home_win,1680,1750,0.2884,0.28,0.4316,True,group,2010
Germany,Argentina,0,0,draw,1780,1850,0.2884,0.28,0.4316,True,group,2015
Brazil,Ecuador,2,2,draw,1820,1570,0.582,0.28,0.138,True,group,2016
Tunisia,Germany,6,7,away_win,1540,1780,0.1445,0.28,0.5755,True,group,2013
Tunisia,Qatar,0,0,draw,1540,1490,0.4115,0.28,0.3085,True,friendly,2017
Senegal,Morocco,2,1,home_win,1710,1650,0.4216,0.28,0.2984,False,group,2013
Italy,France,3,4,away_win,1710,1840,0.2313,0.28,0.4887,True,final,2015
Brazil,England,3,2,home_win,1920,1790,0.4887,0.28,0.2313,False,friendly,2025
Spain,Iran,3,2,home_win,1900,1530,0.6435,0.28,0.0765,False,round_of_16,2018
Serbia,Australia,3,2,home_win,1595,1580,0.3755,0.28,0.3445,True,friendly,2012
England,Switzerland,2,0,home_win,1790,1660,0.4887,0.28,0.2313,True,group,2024
Ghana,Saudi Arabia,1,4,away_win,1550,1520,0.391,0.28,0.329,True,round_of_16,2024
Uruguay,Australia,2,1,home_win,1680,1580,0.4608,0.28,0.2592,True,round_of_16,2013
Serbia,Belgium,0,0,draw,1595,1720,0.2358,0.28,0.4842,True,round_of_16,2023
South Korea,Tunisia,2,0,home_win,1590,1540,0.4115,0.28,0.3085,True,quarter,2014
Netherlands,Wales,3,2,home_win,1850,1610,0.5755,0.28,0.1445,False,semi,2011
USA,England,2,2,draw,1720,1790,0.2884,0.28,0.4316,False,quarter,2015
Uruguay,Mexico,5,4,home_win,1680,1630,0.4115,0.28,0.3085,True,friendly,2021
Serbia,Iran,2,3,away_win,1595,1530,0.4266,0.28,0.2934,True,semi,2020
Italy,Serbia,0,1,away_win,1710,1595,0.475,0.28,0.245,True,group,2012
Germany,Japan,2,2,draw,1880,1640,0.5755,0.28,0.1445,False,group,2023
Canada,Portugal,0,2,away_win,1560,1760,0.173,0.28,0.547,True,friendly,2010
England,Poland,3,2,home_win,1790,1600,0.5393,0.28,0.1807,True,round_of_16,2012
Portugal,Iran,1,0,home_win,1760,1530,0.5687,0.28,0.1513,True,round_of_16,2019
Serbia,Netherlands,3,4,away_win,1695,1750,0.3035,0.28,0.4165,False,semi,2015
Croatia,Serbia,3,3,draw,1800,1595,0.5508,0.28,0.1692,False,friendly,2023
Morocco,Germany,1,1,draw,1750,1780,0.329,0.28,0.391,False,quarter,2014
Ghana,Denmark,0,1,away_win,1550,1670,0.2404,0.28,0.4796,True,group,2017
Senegal,Wales,2,1,home_win,1610,1610,0.36,0.28,0.36,True,friendly,2013
Portugal,Germany,1,1,draw,1760,1780,0.3393,0.28,0.3807,True,friendly,2011
Japan,Morocco,2,3,away_win,1640,1650,0.3496,0.28,0.3704,True,group,2015
Belgium,Mexico,1,1,draw,1720,1630,0.4512,0.28,0.2688,True,friendly,2014
Cameroon,England,1,1,draw,1660,1790,0.2313,0.28,0.4887,False,group,2011
Wales,USA,2,2,draw,1610,1620,0.3496,0.28,0.3704,True,friendly,2012
France,Cameroon,1,1,draw,1840,1560,0.6002,0.28,0.1198,True,friendly,2020
Australia,Serbia,1,4,away_win,1680,1595,0.4464,0.28,0.2736,False,friendly,2024
Croatia,Mexico,6,5,home_win,1700,1630,0.4316,0.28,0.2884,True,friendly,2015
France,Cameroon,3,3,draw,1840,1560,0.6002,0.28,0.1198,True,group,2011
Belgium,Ghana,3,1,home_win,1720,1550,0.5233,0.28,0.1967,True,friendly,2022
France,Brazil,3,2,home_win,1940,1820,0.4796,0.28,0.2404,False,friendly,2017
Argentina,Spain,0,1,away_win,1850,1800,0.4115,0.28,0.3085,True,group,2014
Ecuador,Denmark,1,2,away_win,1670,1670,0.36,0.28,0.36,False,group,2024
Spain,USA,2,1,home_win,1800,1620,0.5314,0.28,0.1886,True,friendly,2022
Canada,Ecuador,1,3,away_win,1660,1570,0.4512,0.28,0.2688,False,friendly,2021
Italy,Qatar,0,0,draw,1710,1490,0.5617,0.28,0.1583,True,friendly,2016
Iran,Poland,3,2,home_win,1530,1600,0.2884,0.28,0.4316,True,quarter,2021
Denmark,Canada,3,0,home_win,1670,1560,0.4703,0.28,0.2497,True,group,2019
Belgium,Cameroon,0,0,draw,1720,1560,0.515,0.28,0.205,True,group,2014
Iran,USA,3,2,home_win,1530,1620,0.2688,0.28,0.4512,True,friendly,2019
England,Spain,2,3,away_win,1890,1800,0.4512,0.28,0.2688,False,friendly,2025
USA,Morocco,1,1,draw,1620,1650,0.329,0.28,0.391,True,friendly,2011
South Korea,Tunisia,5,4,home_win,1590,1540,0.4115,0.28,0.3085,True,semi,2020
Italy,England,1,3,away_win,1710,1790,0.2785,0.28,0.4415,True,friendly,2022
Argentina,Netherlands,4,0,home_win,1850,1750,0.4608,0.28,0.2592,True,friendly,2013
Tunisia,Argentina,2,3,away_win,1540,1850,0.1035,0.28,0.6165,True,group,2023
Netherlands,Poland,4,3,home_win,1850,1600,0.582,0.28,0.138,False,friendly,2019
Serbia,England,5,6,away_win,1595,1790,0.1768,0.28,0.5432,True,quarter,2015
France,Cameroon,1,1,draw,1840,1560,0.6002,0.28,0.1198,True,final,2019
Japan,Argentina,0,0,draw,1640,1850,0.1655,0.28,0.5545,True,friendly,2014
Denmark,France,1,2,away_win,1670,1840,0.1967,0.28,0.5233,True,semi,2025
Australia,South Korea,5,1,home_win,1680,1590,0.4512,0.28,0.2688,False,group,2021
France,Mexico,1,0,home_win,1840,1630,0.5545,0.28,0.1655,True,group,2021
South Korea,Ghana,3,4,away_win,1690,1550,0.4977,0.28,0.2223,False,friendly,2021
Senegal,Germany,1,2,away_win,1610,1780,0.1967,0.28,0.5233,True,friendly,2018
Australia,Ecuador,1,0,home_win,1580,1570,0.3704,0.28,0.3496,True,round_of_16,2016
Tunisia,Portugal,0,1,away_win,1540,1760,0.1583,0.28,0.5617,True,friendly,2024
South Korea,Costa Rica,4,2,home_win,1590,1510,0.4415,0.28,0.2785,True,group,2023
Brazil,Spain,3,2,home_win,1920,1800,0.4796,0.28,0.2404,False,group,2012
Morocco,Ecuador,0,3,away_win,1650,1570,0.4415,0.28,0.2785,True,group,2017
Portugal,Qatar,6,1,home_win,1860,1490,0.6435,0.28,0.0765,False,group,2014
Italy,Serbia,1,0,home_win,1810,1595,0.5581,0.28,0.1619,False,group,2021
Morocco,Wales,1,5,away_win,1650,1610,0.4013,0.28,0.3187,True,final,2022
Portugal,France,1,1,draw,1760,1840,0.2785,0.28,0.4415,True,quarter,2013
France,Switzerland,1,0,home_win,1840,1660,0.5314,0.28,0.1886,True,round_of_16,2019
Ecuador,Uruguay,1,2,away_win,1570,1680,0.2497,0.28,0.4703,True,friendly,2018
Iran,Argentina,1,3,away_win,1530,1850,0.0985,0.28,0.6215,True,group,2012
Croatia,Brazil,2,1,home_win,1700,1820,0.2404,0.28,0.4796,True,friendly,2020
Costa Rica,Mexico,0,1,away_win,1510,1630,0.2404,0.28,0.4796,True,friendly,2010
Costa Rica,Ghana,2,0,home_win,1510,1550,0.3187,0.28,0.4013,True,friendly,2011
Portugal,Iran,2,0,home_win,1760,1530,0.5687,0.28,0.1513,True,group,2014
Tunisia,Portugal,1,2,away_win,1540,1760,0.1583,0.28,0.5617,True,round_of_16,2024
Wales,Morocco,3,2,home_win,1610,1650,0.3187,0.28,0.4013,True,group,2012
Belgium,Tunisia,0,1,away_win,1720,1540,0.5314,0.28,0.1886,True,quarter,2024
France,Senegal,3,3,draw,1840,1610,0.5687,0.28,0.1513,True,group,2013
Croatia,Canada,3,0,home_win,1700,1560,0.4977,0.28,0.2223,True,semi,2021
France,Saudi Arabia,3,3,draw,1940,1520,0.6611,0.28,0.0589,False,round_of_16,2017
Japan,Portugal,3,3,draw,1640,1760,0.2404,0.28,0.4796,True,round_of_16,2017
Germany,Morocco,3,2,home_win,1880,1650,0.5687,0.28,0.1513,False,group,2010
Italy,Spain,1,2,away_win,1710,1800,0.2688,0.28,0.4512,True,friendly,2013
Tunisia,France,1,1,draw,1640,1840,0.173,0.28,0.547,False,friendly,2011
Ghana,Qatar,3,0,home_win,1650,1490,0.515,0.28,0.205,False,friendly,2018
Costa Rica,Japan,0,1,away_win,1610,1640,0.329,0.28,0.391,False,friendly,2014
Croatia,Netherlands,1,2,away_win,1800,1750,0.4115,0.28,0.3085,False,quarter,2023
Ecuador,Portugal,3,4,away_win,1570,1760,0.1807,0.28,0.5393,True,group,2015
Wales,France,3,4,away_win,1610,1840,0.1513,0.28,0.5687,True,final,2015
Spain,Wales,2,1,home_win,1800,1610,0.5393,0.28,0.1807,True,group,2023
Costa Rica,South Korea,3,2,home_win,1610,1590,0.3807,0.28,0.3393,False,quarter,2023
Portugal,Italy,1,0,home_win,1860,1710,0.5064,0.28,0.2136,False,friendly,2013
Senegal,Poland,4,1,home_win,1710,1600,0.4703,0.28,0.2497,False,group,2024
Uruguay,Australia,5,4,home_win,1680,1580,0.4608,0.28,0.2592,True,round_of_16,2025
South Korea,Morocco,1,1,draw,1590,1650,0.2984,0.28,0.4216,True,quarter,2018
Iran,Wales,0,1,away_win,1530,1610,0.2785,0.28,0.4415,True,quarter,2010
USA,Cameroon,1,1,draw,1720,1560,0.515,0.28,0.205,False,round_of_16,2013
Spain,Poland,0,2,away_win,1800,1600,0.547,0.28,0.173,True,friendly,2011
Uruguay,Australia,3,2,home_win,1780,1580,0.547,0.28,0.173,False,friendly,2024
Morocco,Tunisia,1,2,away_win,1650,1540,0.4703,0.28,0.2497,True,friendly,2015
Belgium,Wales,2,2,draw,1720,1610,0.4703,0.28,0.2497,True,friendly,2011
Ghana,Portugal,1,1,draw,1550,1760,0.1655,0.28,0.5545,True,friendly,2018
Ecuador,Argentina,1,1,draw,1570,1850,0.1198,0.28,0.6002,True,quarter,2019
Tunisia,Saudi Arabia,3,4,away_win,1540,1520,0.3807,0.28,0.3393,True,friendly,2022
Netherlands,Uruguay,1,1,draw,1750,1680,0.4316,0.28,0.2884,True,group,2011
Portugal,Costa Rica,2,1,home_win,1760,1510,0.582,0.28,0.138,True,quarter,2022
Iran,Uruguay,1,2,away_win,1530,1680,0.2136,0.28,0.5064,True,friendly,2022
England,Spain,4,4,draw,1790,1800,0.3496,0.28,0.3704,True,quarter,2024
Australia,England,2,2,draw,1580,1790,0.1655,0.28,0.5545,True,group,2010
Belgium,Poland,1,0,home_win,1720,1600,0.4796,0.28,0.2404,True,friendly,2023
Serbia,Belgium,4,4,draw,1595,1720,0.2358,0.28,0.4842,True,friendly,2014
Japan,Cameroon,2,0,home_win,1740,1560,0.5314,0.28,0.1886,False,group,2013
Serbia,Belgium,1,1,draw,1695,1720,0.3341,0.28,0.3859,False,friendly,2018
Japan,Belgium,2,1,home_win,1740,1720,0.3807,0.28,0.3393,False,round_of_16,2023
France,Australia,2,0,home_win,1940,1580,0.6395,0.28,0.0805,False,group,2023
Japan,France,1,2,away_win,1740,1840,0.2592,0.28,0.4608,False,friendly,2019
Australia,England,2,2,draw,1580,1790,0.1655,0.28,0.5545,True,group,2019
Morocco,Germany,2,0,home_win,1750,1780,0.329,0.28,0.391,False,group,2024
Iran,Croatia,0,0,draw,1630,1700,0.2884,0.28,0.4316,False,quarter,2019
Japan,Australia,1,1,draw,1640,1580,0.4216,0.28,0.2984,True,final,2016
USA,Uruguay,1,0,home_win,1620,1680,0.2984,0.28,0.4216,True,quarter,2022
Costa Rica,Ecuador,3,4,away_win,1510,1570,0.2984,0.28,0.4216,True,quarter,2016
Argentina,Portugal,2,2,draw,1850,1760,0.4512,0.28,0.2688,True,group,2023
Germany,France,1,3,away_win,1780,1840,0.2984,0.28,0.4216,True,group,2012
Senegal,Belgium,4,1,home_win,1710,1720,0.3496,0.28,0.3704,False,group,2019
Wales,Denmark,1,0,home_win,1710,1670,0.4013,0.28,0.3187,False,friendly,2015
Australia,Denmark,2,0,home_win,1580,1670,0.2688,0.28,0.4512,True,friendly,2025
Saudi Arabia,Senegal,1,0,home_win,1620,1610,0.3704,0.28,0.3496,False,group,2012
Belgium,Poland,4,1,home_win,1720,1600,0.4796,0.28,0.2404,True,friendly,2017
Ecuador,South Korea,3,2,home_win,1570,1590,0.3393,0.28,0.3807,True,friendly,2012
Saudi Arabia,Serbia,2,2,draw,1620,1595,0.3859,0.28,0.3341,False,quarter,2015
USA,Cameroon,0,5,away_win,1620,1560,0.4216,0.28,0.2984,True,group,2016
Netherlands,Belgium,0,0,draw,1750,1720,0.391,0.28,0.329,True,friendly,2016
Argentina,Japan,2,1,home_win,1850,1640,0.5545,0.28,0.1655,True,friendly,2018
Costa Rica,Serbia,4,3,home_win,1510,1595,0.2736,0.28,0.4464,True,friendly,2012
Belgium,Japan,2,1,home_win,1720,1640,0.4415,0.28,0.2785,True,semi,2020
Brazil,Costa Rica,2,2,draw,1820,1510,0.6165,0.28,0.1035,True,friendly,2012
Ecuador,Iran,2,1,home_win,1670,1530,0.4977,0.28,0.2223,False,semi,2012
Morocco,Germany,1,2,away_win,1750,1780,0.329,0.28,0.391,False,group,2012
Qatar,Senegal,3,3,draw,1590,1610,0.3393,0.28,0.3807,False,group,2013
Belgium,Morocco,0,1,away_win,1720,1650,0.4316,0.28,0.2884,True,group,2024
Poland,Ecuador,2,0,home_win,1600,1570,0.391,0.28,0.329,True,friendly,2012
Denmark,Iran,3,1,home_win,1670,1530,0.4977,0.28,0.2223,True,friendly,2014
Canada,Costa Rica,2,1,home_win,1560,1510,0.4115,0.28,0.3085,True,friendly,2020
Italy,Switzerland,2,1,home_win,1710,1660,0.4115,0.28,0.3085,True,semi,2016
Uruguay,Costa Rica,3,2,home_win,1680,1510,0.5233,0.28,0.1967,True,round_of_16,2014
Ecuador,Ghana,1,1,draw,1570,1550,0.3807,0.28,0.3393,True,friendly,2014
Serbia,Uruguay,2,1,home_win,1595,1680,0.2736,0.28,0.4464,True,friendly,2017
Ghana,Morocco,2,2,draw,1650,1650,0.36,0.28,0.36,False,group,2015
Mexico,Spain,1,2,away_win,1630,1800,0.1967,0.28,0.5233,True,friendly,2020
Australia,Serbia,2,2,draw,1580,1595,0.3445,0.28,0.3755,True,quarter,2015
South Korea,Ghana,0,1,away_win,1590,1550,0.4013,0.28,0.3187,True,friendly,2019
Canada,Ecuador,1,1,draw,1560,1570,0.3496,0.28,0.3704,True,friendly,2011
Brazil,Ecuador,3,0,home_win,1820,1570,0.582,0.28,0.138,True,group,2017
Denmark,South Korea,3,2,home_win,1670,1590,0.4415,0.28,0.2785,True,friendly,2010
Australia,Netherlands,3,4,away_win,1580,1750,0.1967,0.28,0.5233,True,quarter,2013
Costa Rica,Japan,1,2,away_win,1510,1640,0.2313,0.28,0.4887,True,friendly,2020
Japan,USA,3,2,home_win,1640,1620,0.3807,0.28,0.3393,True,round_of_16,2014
Germany,Canada,2,1,home_win,1880,1560,0.6215,0.28,0.0985,False,quarter,2010
Spain,Canada,1,1,draw,1900,1560,0.6309,0.28,0.0891,False,round_of_16,2010
South Korea,England,2,0,home_win,1690,1790,0.2592,0.28,0.4608,False,group,2023
Netherlands,Canada,3,0,home_win,1750,1560,0.5393,0.28,0.1807,True,group,2024
Australia,Morocco,1,2,away_win,1680,1650,0.391,0.28,0.329,False,friendly,2021
Switzerland,Serbia,5,0,home_win,1760,1595,0.5192,0.28,0.2008,False,friendly,2012
Senegal,Uruguay,3,2,home_win,1610,1680,0.2884,0.28,0.4316,True,friendly,2020
Uruguay,USA,1,0,home_win,1680,1620,0.4216,0.28,0.2984,True,group,2022
Japan,Switzerland,1,1,draw,1640,1660,0.3393,0.28,0.3807,True,friendly,2017
Canada,Netherlands,2,2,draw,1560,1750,0.1807,0.28,0.5393,True,friendly,2013
Germany,Senegal,2,1,home_win,1780,1610,0.5233,0.28,0.1967,True,group,2015
Uruguay,Japan,2,0,home_win,1680,1640,0.4013,0.28,0.3187,True,group,2021
France,Croatia,1,0,home_win,1940,1700,0.5755,0.28,0.1445,False,quarter,2025
Wales,Qatar,2,0,home_win,1710,1490,0.5617,0.28,0.1583,False,final,2025
Uruguay,Cameroon,2,1,home_win,1680,1560,0.4796,0.28,0.2404,True,friendly,2023
Japan,Uruguay,3,2,home_win,1640,1680,0.3187,0.28,0.4013,True,semi,2024
Iran,Serbia,3,2,home_win,1630,1595,0.3961,0.28,0.3239,False,quarter,2019
Qatar,USA,2,3,away_win,1490,1620,0.2313,0.28,0.4887,True,friendly,2015
Portugal,Croatia,0,2,away_win,1760,1700,0.4216,0.28,0.2984,True,friendly,2010
Brazil,South Korea,1,0,home_win,1920,1590,0.6263,0.28,0.0937,False,group,2010
Belgium,Tunisia,2,3,away_win,1720,1540,0.5314,0.28,0.1886,True,group,2010
Denmark,Qatar,1,1,draw,1670,1490,0.5314,0.28,0.1886,True,group,2019
Brazil,Italy,3,2,home_win,1820,1710,0.4703,0.28,0.2497,True,group,2021
Ecuador,Switzerland,6,5,home_win,1570,1660,0.2688,0.28,0.4512,True,round_of_16,2011
Wales,Costa Rica,1,2,away_win,1610,1510,0.4608,0.28,0.2592,True,semi,2010
Ghana,Australia,1,0,home_win,1650,1580,0.4316,0.28,0.2884,False,friendly,2016
Tunisia,Brazil,1,2,away_win,1540,1820,0.1198,0.28,0.6002,True,group,2017
Netherlands,Portugal,2,2,draw,1750,1760,0.3496,0.28,0.3704,True,group,2011
Ghana,South Korea,2,2,draw,1550,1590,0.3187,0.28,0.4013,True,friendly,2020
Serbia,Uruguay,3,2,home_win,1595,1680,0.2736,0.28,0.4464,True,group,2020
Cameroon,Uruguay,3,1,home_win,1560,1680,0.2404,0.28,0.4796,True,friendly,2013
Wales,Germany,1,1,draw,1710,1780,0.2884,0.28,0.4316,False,friendly,2023
Cameroon,Iran,1,2,away_win,1560,1530,0.391,0.28,0.329,True,semi,2025
Cameroon,Qatar,0,2,away_win,1660,1490,0.5233,0.28,0.1967,False,friendly,2019
France,Qatar,0,0,draw,1840,1490,0.6353,0.28,0.0847,True,round_of_16,2018
Morocco,Canada,2,1,home_win,1650,1560,0.4512,0.28,0.2688,True,group,2023
Uruguay,Italy,2,1,home_win,1780,1710,0.4316,0.28,0.2884,False,friendly,2011
Uruguay,France,1,0,home_win,1680,1840,0.205,0.28,0.515,True,friendly,2012
Uruguay,Netherlands,3,0,home_win,1680,1750,0.2884,0.28,0.4316,True,friendly,2021
Costa Rica,England,3,4,away_win,1510,1790,0.1198,0.28,0.6002,True,group,2016
Costa Rica,Italy,0,0,draw,1610,1710,0.2592,0.28,0.4608,False,group,2019
Switzerland,Japan,1,2,away_win,1660,1640,0.3807,0.28,0.3393,True,friendly,2011
Ghana,Canada,1,1,draw,1550,1560,0.3496,0.28,0.3704,True,group,2019
England,Senegal,1,2,away_win,1790,1610,0.5314,0.28,0.1886,True,quarter,2025
France,Ghana,0,0,draw,1840,1550,0.6059,0.28,0.1141,True,final,2016
Morocco,Wales,1,2,away_win,1650,1610,0.4013,0.28,0.3187,True,quarter,2018
England,Ghana,1,2,away_win,1790,1550,0.5755,0.28,0.1445,True,quarter,2015
Cameroon,USA,0,0,draw,1660,1620,0.4013,0.28,0.3187,False,friendly,2016
Canada,Ghana,5,6,away_win,1560,1550,0.3704,0.28,0.3496,True,friendly,2016
Uruguay,France,2,3,away_win,1680,1840,0.205,0.28,0.515,True,friendly,2016
Belgium,Denmark,0,1,away_win,1720,1670,0.4115,0.28,0.3085,True,friendly,2015
Brazil,Ghana,0,2,away_win,1820,1550,0.5944,0.28,0.1256,True,semi,2021
Canada,Senegal,3,3,draw,1660,1610,0.4115,0.28,0.3085,False,friendly,2013
Serbia,USA,3,1,home_win,1695,1620,0.4365,0.28,0.2835,False,friendly,2022
Serbia,Senegal,3,4,away_win,1595,1610,0.3445,0.28,0.3755,True,round_of_16,2024
South Korea,Serbia,5,0,home_win,1690,1595,0.4561,0.28,0.2639,False,group,2019
Argentina,Cameroon,1,0,home_win,1850,1560,0.6059,0.28,0.1141,True,quarter,2011
USA,Canada,1,3,away_win,1620,1560,0.4216,0.28,0.2984,True,friendly,2013
Belgium,Serbia,1,1,draw,1720,1595,0.4842,0.28,0.2358,True,friendly,2023
Senegal,Argentina,1,2,away_win,1610,1850,0.1445,0.28,0.5755,True,semi,2024
Uruguay,Japan,2,2,draw,1680,1640,0.4013,0.28,0.3187,True,group,2014
South Korea,Tunisia,1,2,away_win,1590,1540,0.4115,0.28,0.3085,True,friendly,2019
Poland,Denmark,4,1,home_win,1700,1670,0.391,0.28,0.329,False,friendly,2021
Spain,Costa Rica,3,1,home_win,1800,1510,0.6059,0.28,0.1141,True,friendly,2013
Qatar,Italy,0,2,away_win,1490,1710,0.1583,0.28,0.5617,True,group,2024
Argentina,Switzerland,3,0,home_win,1850,1660,0.5393,0.28,0.1807,True,group,2016
Iran,Ecuador,2,2,draw,1530,1570,0.3187,0.28,0.4013,True,group,2018
Spain,Japan,2,2,draw,1800,1640,0.515,0.28,0.205,True,group,2010
Japan,Portugal,2,3,away_win,1640,1760,0.2404,0.28,0.4796,True,friendly,2019
Poland,Tunisia,1,0,home_win,1700,1540,0.515,0.28,0.205,False,group,2024
USA,Australia,0,4,away_win,1720,1580,0.4977,0.28,0.2223,False,group,2014
Argentina,Belgium,2,3,away_win,1850,1720,0.4887,0.28,0.2313,True,semi,2025
Australia,Argentina,2,3,away_win,1680,1850,0.1967,0.28,0.5233,False,quarter,2010
Canada,Qatar,2,3,away_win,1560,1490,0.4316,0.28,0.2884,True,friendly,2021
Tunisia,Belgium,2,2,draw,1540,1720,0.1886,0.28,0.5314,True,quarter,2016
Canada,Uruguay,0,1,away_win,1560,1680,0.2404,0.28,0.4796,True,quarter,2021
England,Wales,0,0,draw,1790,1610,0.5314,0.28,0.1886,True,semi,2022
Serbia,Canada,0,3,away_win,1695,1560,0.4932,0.28,0.2268,False,group,2018
Argentina,Serbia,0,0,draw,1950,1595,0.6374,0.28,0.0826,False,friendly,2024
Saudi Arabia,Uruguay,0,0,draw,1620,1680,0.2984,0.28,0.4216,False,friendly,2025
Germany,Serbia,1,0,home_win,1780,1595,0.5354,0.28,0.1846,True,friendly,2016
Qatar,Mexico,3,2,home_win,1590,1630,0.3187,0.28,0.4013,False,group,2019
Morocco,Ecuador,1,1,draw,1650,1570,0.4415,0.28,0.2785,True,semi,2021
Tunisia,Uruguay,2,1,home_win,1640,1680,0.3187,0.28,0.4013,False,group,2011
Ecuador,Uruguay,2,2,draw,1670,1680,0.3496,0.28,0.3704,False,friendly,2018
Brazil,Costa Rica,4,0,home_win,1820,1510,0.6165,0.28,0.1035,True,group,2015
Brazil,Japan,2,2,draw,1920,1640,0.6002,0.28,0.1198,False,group,2024
Belgium,Netherlands,2,3,away_win,1820,1750,0.4316,0.28,0.2884,False,friendly,2019
